,food1,food2,food3,answer,rt
2189,broccoli_7,cake_7,fried_chicken_7,broccoli_7,3877
2190,jelly_bean_7,soup_7,ice_cream_1,ice_cream_1,5269
2191,bean_8,chocolate_candy_4,sausage_1,bean_8,4651
2192,watermelon_6,soup_7,onion_ring_2,onion_ring_2,6042
2193,doughnut_6,ice_cream_1,muffin_8,ice_cream_1,5554
2194,gummy_bear_3,watermelon_6,hot_dog_3,watermelon_6,4342
2195,apple_3,cinnamon_roll_7,crepe_2,cinnamon_roll_7,10890
2196,gummy_bear_3,popsicle_2,muffin_8,muffin_8,3941
2197,rice_5,onion_ring_2,sausage_1,sausage_1,4855
2198,popsicle_2,tomato_1,chips_1,tomato_1,3643
2200,doughnut_6,bacon_2,hot_dog_3,doughnut_6,6096
2202,jelly_bean_7,broccoli_7,bacon_2,broccoli_7,4076
2203,jelly_bean_7,chocolate_candy_4,mac_and_cheese_7,mac_and_cheese_7,2194
2204,broccoli_7,fried_chicken_7,mac_and_cheese_7,broccoli_7,3944
2205,broccoli_7,mushroom_8,muffin_8,muffin_8,2785
2206,gummy_bear_3,potato_6,french_fries_5,gummy_bear_3,4092
2207,gummy_bear_3,muffin_8,bacon_2,gummy_bear_3,6659
2208,jelly_bean_7,chips_1,hot_dog_3,jelly_bean_7,8154
2209,apple_3,chocolate_candy_4,mac_and_cheese_7,apple_3,3557
2210,popsicle_2,cinnamon_roll_7,hot_dog_3,hot_dog_3,3688
2211,cauliflower_3,cake_7,ice_cream_1,cauliflower_3,2240
2212,bacon_2,hot_dog_3,onion_ring_2,hot_dog_3,4577
2213,candy_cane_5,potato_6,mac_and_cheese_7,candy_cane_5,2152
2214,candy_cane_5,mushroom_8,chocolate_candy_4,mushroom_8,2170
2215,candy_cane_5,doughnut_6,hot_dog_3,hot_dog_3,4055
2216,bean_8,squash_6,chips_1,chips_1,2855
2217,cauliflower_3,grilled_cheese_4,onion_ring_2,cauliflower_3,3509
2218,candy_cane_5,tomato_1,mac_and_cheese_7,mac_and_cheese_7,11379
2219,bacon_2,fried_chicken_7,grilled_cheese_4,grilled_cheese_4,4447
2221,mushroom_8,french_fries_5,hot_dog_3,mushroom_8,2231
2222,cinnamon_roll_7,crepe_2,doughnut_6,crepe_2,5097
2223,strawberry_1,broccoli_7,chips_1,chips_1,3537
2224,candy_cane_5,strawberry_1,crepe_2,candy_cane_5,4773
2225,pineapple_6,muffin_8,pie_4,pineapple_6,1383
2226,popsicle_2,squash_6,muffin_8,squash_6,3729
2227,mushroom_8,chocolate_candy_4,mac_and_cheese_7,chocolate_candy_4,1353
2228,cauliflower_3,cinnamon_roll_7,french_fries_5,cinnamon_roll_7,1348
2229,soup_7,cookie_7,crepe_2,soup_7,2326
2230,bean_8,muffin_8,sausage_1,muffin_8,4203
2231,doughnut_6,pie_4,onion_ring_2,onion_ring_2,1744
2232,raspberry_2,rice_5,bacon_2,raspberry_2,1655
2233,apple_3,pineapple_6,cookie_7,cookie_7,1474
2235,chips_1,french_fries_5,onion_ring_2,chips_1,1840
2236,bean_8,mushroom_8,chocolate_candy_4,mushroom_8,2554
2237,watermelon_6,broccoli_7,chips_1,chips_1,2224
2238,strawberry_1,potato_6,french_fries_5,french_fries_5,979
2239,bean_8,fried_chicken_7,hot_dog_3,bean_8,2244
2240,apple_3,crepe_2,french_fries_5,french_fries_5,1700
2241,gummy_bear_3,grilled_cheese_4,mac_and_cheese_7,gummy_bear_3,1931
2242,jelly_bean_7,muffin_8,onion_ring_2,jelly_bean_7,1147
2244,raspberry_2,cake_7,chips_1,raspberry_2,3682
2245,jelly_bean_7,bacon_2,fried_chicken_7,jelly_bean_7,2746
2246,chips_1,french_fries_5,mac_and_cheese_7,mac_and_cheese_7,1759
2247,gummy_bear_3,bean_8,cake_7,bean_8,2471
2248,mushroom_8,cinnamon_roll_7,crepe_2,mushroom_8,2571
2249,raspberry_2,bean_8,cake_7,cake_7,2327
2250,jelly_bean_7,cookie_7,grilled_cheese_4,grilled_cheese_4,2176
2251,watermelon_6,squash_6,onion_ring_2,onion_ring_2,2821
2252,apple_3,cake_7,grilled_cheese_4,cake_7,2386
2253,pie_4,fried_chicken_7,mac_and_cheese_7,mac_and_cheese_7,5136
2254,cake_7,chocolate_candy_4,ice_cream_1,ice_cream_1,3004
2256,soup_7,chips_1,hot_dog_3,soup_7,3544
2257,raspberry_2,bean_8,crepe_2,crepe_2,4350
2259,apple_3,ice_cream_1,mac_and_cheese_7,apple_3,2134
2260,broccoli_7,tomato_1,cinnamon_roll_7,cinnamon_roll_7,2041
2261,popsicle_2,bean_8,tomato_1,popsicle_2,2335
2262,jelly_bean_7,rice_5,doughnut_6,rice_5,2533
2263,pineapple_6,tomato_1,ice_cream_1,tomato_1,3130
2264,candy_cane_5,cinnamon_roll_7,chips_1,candy_cane_5,4126
2265,pineapple_6,cauliflower_3,cake_7,cake_7,3772
2266,raspberry_2,doughnut_6,onion_ring_2,onion_ring_2,3086
2268,watermelon_6,crepe_2,hot_dog_3,hot_dog_3,3495
2270,mushroom_8,tomato_1,chips_1,chips_1,5654
2271,rice_5,french_fries_5,fried_chicken_7,rice_5,11534
2272,pineapple_6,ice_cream_1,grilled_cheese_4,grilled_cheese_4,3856
2273,jelly_bean_7,cake_7,cookie_7,jelly_bean_7,3759
2274,watermelon_6,hot_dog_3,sausage_1,watermelon_6,3064
2275,mushroom_8,cinnamon_roll_7,hot_dog_3,hot_dog_3,5317
2276,cinnamon_roll_7,bacon_2,sausage_1,cinnamon_roll_7,2755
2277,broccoli_7,cookie_7,chips_1,broccoli_7,8729
2278,strawberry_1,muffin_8,french_fries_5,french_fries_5,8221
2279,mushroom_8,french_fries_5,mac_and_cheese_7,french_fries_5,4561
2280,gummy_bear_3,pineapple_6,chips_1,pineapple_6,4938
2281,strawberry_1,french_fries_5,onion_ring_2,strawberry_1,3043
2282,gummy_bear_3,mushroom_8,cinnamon_roll_7,mushroom_8,2970
2283,candy_cane_5,squash_6,fried_chicken_7,squash_6,10688
2284,soup_7,cake_7,muffin_8,soup_7,4273
2285,potato_6,fried_chicken_7,hot_dog_3,potato_6,4129
2286,gummy_bear_3,potato_6,tomato_1,gummy_bear_3,3892
2287,pineapple_6,potato_6,grilled_cheese_4,pineapple_6,5616
2288,strawberry_1,cinnamon_roll_7,french_fries_5,strawberry_1,13155
2289,jelly_bean_7,potato_6,cookie_7,potato_6,17038
2290,apple_3,cauliflower_3,rice_5,apple_3,4752
2291,popsicle_2,tomato_1,doughnut_6,popsicle_2,8341
2292,watermelon_6,ice_cream_1,hot_dog_3,watermelon_6,6385
2293,candy_cane_5,raspberry_2,cinnamon_roll_7,raspberry_2,7234
2294,raspberry_2,strawberry_1,mushroom_8,mushroom_8,4238
2295,pineapple_6,potato_6,cinnamon_roll_7,cinnamon_roll_7,5143
2297,rice_5,muffin_8,fried_chicken_7,rice_5,8900
2298,watermelon_6,cake_7,doughnut_6,watermelon_6,4854
2299,potato_6,cookie_7,french_fries_5,potato_6,4428
2301,mushroom_8,potato_6,ice_cream_1,ice_cream_1,3629
2302,apple_3,watermelon_6,soup_7,soup_7,3837
2303,raspberry_2,tomato_1,cake_7,cake_7,3483
2304,pineapple_6,raspberry_2,strawberry_1,pineapple_6,6090
2305,watermelon_6,squash_6,muffin_8,muffin_8,3696
2306,gummy_bear_3,popsicle_2,crepe_2,crepe_2,5595
2307,popsicle_2,cake_7,bacon_2,bacon_2,3245
2308,popsicle_2,broccoli_7,cookie_7,popsicle_2,5436
2309,pie_4,french_fries_5,onion_ring_2,pie_4,9297
2310,popsicle_2,mushroom_8,onion_ring_2,mushroom_8,6730
2311,apple_3,jelly_bean_7,soup_7,soup_7,9036
2312,pineapple_6,crepe_2,ice_cream_1,crepe_2,4262
2313,gummy_bear_3,jelly_bean_7,cauliflower_3,cauliflower_3,1927
2314,gummy_bear_3,potato_6,hot_dog_3,potato_6,5893
2315,raspberry_2,watermelon_6,sausage_1,sausage_1,3784
2316,jelly_bean_7,raspberry_2,sausage_1,sausage_1,5191
2317,raspberry_2,chocolate_candy_4,crepe_2,chocolate_candy_4,23661
2318,apple_3,muffin_8,grilled_cheese_4,apple_3,3094
2319,popsicle_2,strawberry_1,bacon_2,bacon_2,3198
2320,mushroom_8,muffin_8,french_fries_5,mushroom_8,5623
2321,candy_cane_5,pie_4,chips_1,chips_1,5599
2323,squash_6,chocolate_candy_4,hot_dog_3,squash_6,5871
2324,strawberry_1,squash_6,cinnamon_roll_7,cinnamon_roll_7,1822
2325,fried_chicken_7,hot_dog_3,sausage_1,fried_chicken_7,3615
2326,raspberry_2,chips_1,mac_and_cheese_7,raspberry_2,4271
2327,apple_3,crepe_2,fried_chicken_7,apple_3,2150
2328,tomato_1,crepe_2,grilled_cheese_4,tomato_1,1789
2329,potato_6,tomato_1,chips_1,chips_1,5750
2330,popsicle_2,strawberry_1,broccoli_7,broccoli_7,1864
2332,apple_3,broccoli_7,chocolate_candy_4,chocolate_candy_4,1574
2333,fried_chicken_7,grilled_cheese_4,hot_dog_3,fried_chicken_7,5511
2334,pineapple_6,cauliflower_3,grilled_cheese_4,grilled_cheese_4,1567
2335,watermelon_6,cake_7,bacon_2,watermelon_6,4176
2336,broccoli_7,cinnamon_roll_7,pie_4,broccoli_7,1659
2337,jelly_bean_7,mushroom_8,muffin_8,muffin_8,1431
2338,apple_3,tomato_1,pie_4,pie_4,1353
2339,raspberry_2,fried_chicken_7,onion_ring_2,raspberry_2,2734
2340,bacon_2,chips_1,fried_chicken_7,chips_1,2970
2341,doughnut_6,hot_dog_3,sausage_1,doughnut_6,1762
2342,candy_cane_5,raspberry_2,mushroom_8,candy_cane_5,1600
2343,fried_chicken_7,grilled_cheese_4,sausage_1,grilled_cheese_4,5837
2345,cauliflower_3,cake_7,onion_ring_2,cauliflower_3,2335
2346,tomato_1,cake_7,pie_4,tomato_1,1567
2347,mushroom_8,rice_5,fried_chicken_7,rice_5,2334
2348,broccoli_7,chocolate_candy_4,pie_4,broccoli_7,2243
2349,apple_3,soup_7,crepe_2,apple_3,1885
2351,potato_6,soup_7,chocolate_candy_4,soup_7,2418
2352,raspberry_2,cauliflower_3,cookie_7,cookie_7,1881
2353,raspberry_2,watermelon_6,bacon_2,bacon_2,3131
2354,jelly_bean_7,watermelon_6,doughnut_6,watermelon_6,4267
2355,popsicle_2,raspberry_2,pie_4,pie_4,5368
2356,jelly_bean_7,rice_5,cinnamon_roll_7,jelly_bean_7,1906
2358,mushroom_8,potato_6,cinnamon_roll_7,mushroom_8,3051
2359,rice_5,muffin_8,sausage_1,sausage_1,10499
2360,cinnamon_roll_7,cookie_7,doughnut_6,cookie_7,4110
2361,soup_7,squash_6,muffin_8,soup_7,1565
2363,broccoli_7,soup_7,sausage_1,soup_7,1890
2364,cauliflower_3,cookie_7,doughnut_6,cauliflower_3,6608
2365,watermelon_6,squash_6,sausage_1,watermelon_6,2694
2366,crepe_2,doughnut_6,grilled_cheese_4,grilled_cheese_4,4805
2367,apple_3,crepe_2,onion_ring_2,onion_ring_2,2978
2368,cake_7,bacon_2,sausage_1,cake_7,3928
2369,jelly_bean_7,squash_6,muffin_8,jelly_bean_7,17088
2370,gummy_bear_3,cinnamon_roll_7,crepe_2,gummy_bear_3,2752
2371,apple_3,candy_cane_5,cauliflower_3,candy_cane_5,3618
2372,soup_7,french_fries_5,mac_and_cheese_7,soup_7,3041
2373,popsicle_2,bean_8,broccoli_7,popsicle_2,2672
2374,potato_6,chocolate_candy_4,french_fries_5,potato_6,2420
2375,cookie_7,french_fries_5,hot_dog_3,cookie_7,2365
2376,apple_3,ice_cream_1,french_fries_5,apple_3,3390
2377,apple_3,rice_5,doughnut_6,doughnut_6,5695
2378,jelly_bean_7,chips_1,fried_chicken_7,jelly_bean_7,7353
2380,strawberry_1,bean_8,squash_6,bean_8,3746
2381,mushroom_8,rice_5,grilled_cheese_4,mushroom_8,3406
2382,jelly_bean_7,tomato_1,doughnut_6,tomato_1,2183
2383,strawberry_1,doughnut_6,muffin_8,strawberry_1,2051
2384,broccoli_7,soup_7,chocolate_candy_4,chocolate_candy_4,2527
2385,bean_8,soup_7,hot_dog_3,hot_dog_3,2038
2386,raspberry_2,cookie_7,onion_ring_2,raspberry_2,4325
2387,pineapple_6,strawberry_1,potato_6,potato_6,2865
2388,cinnamon_roll_7,chips_1,fried_chicken_7,cinnamon_roll_7,2960
2389,candy_cane_5,mushroom_8,bacon_2,candy_cane_5,3981
2391,crepe_2,doughnut_6,fried_chicken_7,fried_chicken_7,2512
2392,strawberry_1,rice_5,tomato_1,rice_5,1611
2393,pie_4,french_fries_5,sausage_1,sausage_1,3432
2394,watermelon_6,cinnamon_roll_7,french_fries_5,watermelon_6,3921
2395,watermelon_6,ice_cream_1,french_fries_5,watermelon_6,2198
2396,candy_cane_5,cauliflower_3,pie_4,cauliflower_3,2715
2397,watermelon_6,potato_6,sausage_1,watermelon_6,2081
2398,bean_8,potato_6,fried_chicken_7,bean_8,2161
2399,crepe_2,pie_4,grilled_cheese_4,crepe_2,223
2400,bean_8,doughnut_6,muffin_8,bean_8,222
2401,raspberry_2,onion_ring_2,sausage_1,raspberry_2,227
2402,watermelon_6,squash_6,grilled_cheese_4,watermelon_6,243
2403,potato_6,cookie_7,sausage_1,potato_6,182
2404,jelly_bean_7,broccoli_7,muffin_8,jelly_bean_7,1220
2405,apple_3,watermelon_6,sausage_1,apple_3,217
2406,pineapple_6,cauliflower_3,pie_4,pineapple_6,211
2407,cauliflower_3,grilled_cheese_4,hot_dog_3,cauliflower_3,225
2408,bean_8,mac_and_cheese_7,onion_ring_2,bean_8,101
2409,candy_cane_5,jelly_bean_7,potato_6,candy_cane_5,114
2410,rice_5,cookie_7,doughnut_6,rice_5,241
2411,jelly_bean_7,pineapple_6,cinnamon_roll_7,jelly_bean_7,283
2412,mushroom_8,rice_5,cookie_7,mushroom_8,678
2413,rice_5,soup_7,chips_1,soup_7,968
2415,strawberry_1,doughnut_6,sausage_1,doughnut_6,1257
2416,gummy_bear_3,cauliflower_3,rice_5,cauliflower_3,752
2418,candy_cane_5,gummy_bear_3,grilled_cheese_4,candy_cane_5,1953
2419,squash_6,mac_and_cheese_7,onion_ring_2,squash_6,3812
2442,cauliflower_3,french_fries_5,mac_and_cheese_7,cauliflower_3,2942
2443,jelly_bean_7,tomato_1,onion_ring_2,jelly_bean_7,2232
2444,strawberry_1,tomato_1,fried_chicken_7,fried_chicken_7,1674
2445,gummy_bear_3,cauliflower_3,mac_and_cheese_7,gummy_bear_3,2056
2446,gummy_bear_3,bean_8,soup_7,gummy_bear_3,1864
2447,raspberry_2,muffin_8,bacon_2,raspberry_2,4915
2448,potato_6,chips_1,onion_ring_2,potato_6,3588
2449,squash_6,bacon_2,chips_1,chips_1,4317
2451,strawberry_1,ice_cream_1,mac_and_cheese_7,mac_and_cheese_7,1578
2452,squash_6,fried_chicken_7,onion_ring_2,squash_6,2030
2454,cauliflower_3,cake_7,fried_chicken_7,cake_7,2718
2455,popsicle_2,muffin_8,pie_4,muffin_8,1844
2456,apple_3,candy_cane_5,squash_6,candy_cane_5,2334
2457,crepe_2,muffin_8,grilled_cheese_4,muffin_8,3532
2458,popsicle_2,crepe_2,grilled_cheese_4,popsicle_2,1739
2459,strawberry_1,pie_4,chips_1,chips_1,4462
2460,bean_8,cookie_7,muffin_8,bean_8,1621
2461,mushroom_8,crepe_2,ice_cream_1,mushroom_8,2221
2462,chocolate_candy_4,mac_and_cheese_7,sausage_1,chocolate_candy_4,1611
2463,candy_cane_5,strawberry_1,bean_8,bean_8,2368
2464,strawberry_1,soup_7,sausage_1,strawberry_1,4435
2465,apple_3,watermelon_6,tomato_1,tomato_1,2406
2466,pineapple_6,soup_7,doughnut_6,soup_7,4840
2468,gummy_bear_3,cinnamon_roll_7,muffin_8,gummy_bear_3,3868
2469,cake_7,crepe_2,sausage_1,sausage_1,2547
2470,popsicle_2,cookie_7,chips_1,chips_1,1544
2471,tomato_1,cinnamon_roll_7,french_fries_5,cinnamon_roll_7,3641
2472,apple_3,strawberry_1,soup_7,soup_7,1675
2473,mushroom_8,chips_1,hot_dog_3,mushroom_8,5274
2474,cinnamon_roll_7,fried_chicken_7,hot_dog_3,cinnamon_roll_7,9398
2475,broccoli_7,cauliflower_3,ice_cream_1,ice_cream_1,1962
2476,popsicle_2,cinnamon_roll_7,ice_cream_1,cinnamon_roll_7,3167
2477,chocolate_candy_4,fried_chicken_7,hot_dog_3,chocolate_candy_4,3074
2478,mushroom_8,doughnut_6,muffin_8,mushroom_8,1440
2479,squash_6,pie_4,onion_ring_2,pie_4,9041
2480,apple_3,raspberry_2,bean_8,bean_8,3453
2482,candy_cane_5,cauliflower_3,soup_7,candy_cane_5,3981
2483,candy_cane_5,potato_6,ice_cream_1,potato_6,2319
2484,pineapple_6,mac_and_cheese_7,sausage_1,pineapple_6,2051
2485,soup_7,chocolate_candy_4,cinnamon_roll_7,soup_7,3531
2486,apple_3,candy_cane_5,bacon_2,bacon_2,20533
2487,gummy_bear_3,pineapple_6,fried_chicken_7,fried_chicken_7,5492
2488,cookie_7,crepe_2,pie_4,cookie_7,11272
2489,rice_5,squash_6,crepe_2,rice_5,7590
2490,bean_8,squash_6,chocolate_candy_4,squash_6,5122
2491,cookie_7,doughnut_6,onion_ring_2,onion_ring_2,17766
2492,jelly_bean_7,french_fries_5,grilled_cheese_4,jelly_bean_7,5021
2493,apple_3,potato_6,soup_7,soup_7,7850
2494,raspberry_2,cake_7,sausage_1,sausage_1,2539
2495,candy_cane_5,jelly_bean_7,chips_1,chips_1,4747
2496,candy_cane_5,cake_7,cinnamon_roll_7,cinnamon_roll_7,14145
2497,bean_8,tomato_1,cookie_7,tomato_1,7040
2498,cauliflower_3,chips_1,sausage_1,chips_1,5408
2499,potato_6,squash_6,french_fries_5,squash_6,21568
2500,raspberry_2,cauliflower_3,doughnut_6,doughnut_6,3839
2502,candy_cane_5,chips_1,mac_and_cheese_7,mac_and_cheese_7,16403
2503,broccoli_7,rice_5,hot_dog_3,broccoli_7,6057
2504,popsicle_2,watermelon_6,broccoli_7,broccoli_7,2677
2505,strawberry_1,doughnut_6,chips_1,strawberry_1,10182
2506,watermelon_6,cinnamon_roll_7,pie_4,cinnamon_roll_7,4164
2508,rice_5,cinnamon_roll_7,bacon_2,cinnamon_roll_7,4600
2509,apple_3,doughnut_6,ice_cream_1,apple_3,2438
2510,gummy_bear_3,bean_8,cinnamon_roll_7,gummy_bear_3,4483
2511,cookie_7,ice_cream_1,pie_4,cookie_7,5841
2512,rice_5,soup_7,mac_and_cheese_7,mac_and_cheese_7,5536
2513,potato_6,fried_chicken_7,sausage_1,potato_6,8485
2514,cauliflower_3,cake_7,sausage_1,cauliflower_3,7590
2515,popsicle_2,bean_8,squash_6,bean_8,5164
2517,gummy_bear_3,chocolate_candy_4,fried_chicken_7,fried_chicken_7,2411
2518,popsicle_2,cauliflower_3,crepe_2,cauliflower_3,2874
2519,soup_7,doughnut_6,grilled_cheese_4,soup_7,3945
2520,jelly_bean_7,watermelon_6,grilled_cheese_4,watermelon_6,2824
2521,bean_8,pie_4,hot_dog_3,hot_dog_3,6278
2522,candy_cane_5,rice_5,mac_and_cheese_7,rice_5,5731
2523,pineapple_6,raspberry_2,mushroom_8,mushroom_8,7552
2524,raspberry_2,cake_7,crepe_2,cake_7,9319
2525,candy_cane_5,mushroom_8,french_fries_5,mushroom_8,4953
2526,cauliflower_3,mushroom_8,french_fries_5,french_fries_5,2947
2527,strawberry_1,potato_6,squash_6,strawberry_1,3611
2528,squash_6,cinnamon_roll_7,onion_ring_2,squash_6,2790
2552,apple_3,mushroom_8,soup_7,soup_7,4061
2553,cookie_7,crepe_2,bacon_2,bacon_2,3892
2554,soup_7,fried_chicken_7,onion_ring_2,soup_7,2668
2555,candy_cane_5,cookie_7,bacon_2,candy_cane_5,3539
2556,pineapple_6,chocolate_candy_4,onion_ring_2,chocolate_candy_4,3709
2557,apple_3,bacon_2,french_fries_5,apple_3,2354
2558,apple_3,pie_4,sausage_1,sausage_1,3259
2560,candy_cane_5,pie_4,bacon_2,candy_cane_5,2758
2561,candy_cane_5,broccoli_7,tomato_1,candy_cane_5,2310
2563,apple_3,ice_cream_1,chips_1,apple_3,4767
2564,gummy_bear_3,popsicle_2,fried_chicken_7,fried_chicken_7,2003
2565,candy_cane_5,rice_5,muffin_8,candy_cane_5,2842
2566,candy_cane_5,gummy_bear_3,jelly_bean_7,candy_cane_5,2230
2567,candy_cane_5,rice_5,soup_7,candy_cane_5,1461
2568,cauliflower_3,soup_7,chocolate_candy_4,chocolate_candy_4,2299
2569,doughnut_6,ice_cream_1,sausage_1,sausage_1,3719
2570,cauliflower_3,soup_7,crepe_2,crepe_2,1762
2571,cinnamon_roll_7,fried_chicken_7,sausage_1,cinnamon_roll_7,2984
2572,strawberry_1,cauliflower_3,sausage_1,sausage_1,2177
2573,strawberry_1,cake_7,fried_chicken_7,fried_chicken_7,2080
2574,potato_6,cookie_7,doughnut_6,potato_6,9651
2575,cauliflower_3,rice_5,hot_dog_3,hot_dog_3,7942
2576,broccoli_7,ice_cream_1,chips_1,broccoli_7,10154
2577,broccoli_7,doughnut_6,grilled_cheese_4,broccoli_7,6811
2578,candy_cane_5,gummy_bear_3,cookie_7,cookie_7,4247
2579,apple_3,squash_6,fried_chicken_7,fried_chicken_7,2909
2581,gummy_bear_3,cauliflower_3,bacon_2,gummy_bear_3,8155
2582,popsicle_2,strawberry_1,chips_1,strawberry_1,30126
2583,apple_3,squash_6,mac_and_cheese_7,mac_and_cheese_7,3102
2584,popsicle_2,raspberry_2,french_fries_5,raspberry_2,6570
2585,apple_3,tomato_1,chocolate_candy_4,chocolate_candy_4,2302
2586,watermelon_6,bean_8,bacon_2,bacon_2,5209
2587,squash_6,doughnut_6,ice_cream_1,squash_6,13837
2588,squash_6,grilled_cheese_4,hot_dog_3,squash_6,2389
2589,broccoli_7,cauliflower_3,cinnamon_roll_7,cinnamon_roll_7,8368
2590,candy_cane_5,broccoli_7,sausage_1,candy_cane_5,5031
2591,cake_7,chocolate_candy_4,doughnut_6,chocolate_candy_4,3865
2592,chocolate_candy_4,chips_1,fried_chicken_7,chocolate_candy_4,25700
2593,potato_6,cinnamon_roll_7,mac_and_cheese_7,potato_6,4656
2595,watermelon_6,ice_cream_1,pie_4,watermelon_6,5159
2618,gummy_bear_3,cauliflower_3,soup_7,gummy_bear_3,2978
2619,gummy_bear_3,muffin_8,fried_chicken_7,fried_chicken_7,4250
2620,apple_3,cinnamon_roll_7,cookie_7,apple_3,2236
2621,potato_6,crepe_2,ice_cream_1,potato_6,2853
2622,chocolate_candy_4,cinnamon_roll_7,cookie_7,cinnamon_roll_7,1982
2623,cauliflower_3,rice_5,squash_6,rice_5,3111
2624,broccoli_7,squash_6,onion_ring_2,onion_ring_2,1419
2625,muffin_8,french_fries_5,onion_ring_2,muffin_8,1802
2626,soup_7,grilled_cheese_4,sausage_1,soup_7,5547
2627,tomato_1,pie_4,onion_ring_2,onion_ring_2,1447
2628,potato_6,ice_cream_1,fried_chicken_7,potato_6,2386
2629,apple_3,mushroom_8,squash_6,apple_3,1977
2630,strawberry_1,fried_chicken_7,onion_ring_2,strawberry_1,1372
2632,doughnut_6,muffin_8,chips_1,chips_1,3374
2633,popsicle_2,cake_7,french_fries_5,french_fries_5,2470
2634,gummy_bear_3,french_fries_5,mac_and_cheese_7,gummy_bear_3,2864
2635,ice_cream_1,chips_1,sausage_1,ice_cream_1,1755
2636,muffin_8,fried_chicken_7,mac_and_cheese_7,muffin_8,1667
2638,candy_cane_5,bean_8,grilled_cheese_4,candy_cane_5,6339
2639,jelly_bean_7,muffin_8,hot_dog_3,hot_dog_3,1704
2640,jelly_bean_7,chocolate_candy_4,crepe_2,jelly_bean_7,10813
2641,watermelon_6,cookie_7,muffin_8,muffin_8,3595
2643,apple_3,cauliflower_3,ice_cream_1,apple_3,5529
2644,cauliflower_3,squash_6,cake_7,cake_7,7278
2645,candy_cane_5,potato_6,muffin_8,muffin_8,6591
2646,jelly_bean_7,cauliflower_3,onion_ring_2,jelly_bean_7,4723
2647,apple_3,mushroom_8,doughnut_6,apple_3,2411
2648,watermelon_6,ice_cream_1,sausage_1,watermelon_6,2631
2649,squash_6,tomato_1,hot_dog_3,squash_6,17749
2650,squash_6,cake_7,pie_4,cake_7,2295
2651,potato_6,soup_7,mac_and_cheese_7,potato_6,3661
2652,watermelon_6,broccoli_7,rice_5,rice_5,2446
2653,ice_cream_1,bacon_2,fried_chicken_7,ice_cream_1,2542
2654,apple_3,gummy_bear_3,muffin_8,apple_3,1566
2656,rice_5,crepe_2,onion_ring_2,rice_5,4787
2657,candy_cane_5,jelly_bean_7,raspberry_2,jelly_bean_7,3544
2658,cauliflower_3,tomato_1,chocolate_candy_4,tomato_1,4090
2659,popsicle_2,ice_cream_1,muffin_8,muffin_8,8725
2660,jelly_bean_7,squash_6,ice_cream_1,ice_cream_1,5501
2661,popsicle_2,crepe_2,hot_dog_3,popsicle_2,6544
2662,gummy_bear_3,pie_4,onion_ring_2,onion_ring_2,3630
2663,jelly_bean_7,broccoli_7,mac_and_cheese_7,jelly_bean_7,5673
2664,jelly_bean_7,doughnut_6,french_fries_5,french_fries_5,2717
2665,cinnamon_roll_7,doughnut_6,pie_4,pie_4,3597
2666,cake_7,bacon_2,onion_ring_2,cake_7,4650
2667,squash_6,crepe_2,bacon_2,squash_6,5256
2668,apple_3,cauliflower_3,crepe_2,crepe_2,4955
2670,candy_cane_5,pineapple_6,squash_6,candy_cane_5,3664
2671,apple_3,strawberry_1,doughnut_6,doughnut_6,2345
2672,cauliflower_3,mushroom_8,chips_1,chips_1,3039
2673,strawberry_1,watermelon_6,cookie_7,cookie_7,2379
2674,bean_8,squash_6,mac_and_cheese_7,bean_8,4930
2676,raspberry_2,mushroom_8,fried_chicken_7,raspberry_2,4325
2677,gummy_bear_3,squash_6,bacon_2,gummy_bear_3,2637
2678,strawberry_1,soup_7,chocolate_candy_4,chocolate_candy_4,3909
2679,doughnut_6,french_fries_5,grilled_cheese_4,doughnut_6,3085
2680,broccoli_7,squash_6,crepe_2,crepe_2,6288
2681,cake_7,pie_4,onion_ring_2,onion_ring_2,2729
2682,potato_6,ice_cream_1,sausage_1,ice_cream_1,5975
2683,popsicle_2,squash_6,cake_7,squash_6,2566
2686,jelly_bean_7,pineapple_6,grilled_cheese_4,grilled_cheese_4,4859
2687,strawberry_1,cake_7,mac_and_cheese_7,mac_and_cheese_7,5891
2688,soup_7,doughnut_6,french_fries_5,doughnut_6,4864
2689,popsicle_2,bean_8,mac_and_cheese_7,bean_8,3673
2690,cinnamon_roll_7,crepe_2,bacon_2,bacon_2,2752
2691,gummy_bear_3,popsicle_2,potato_6,potato_6,2300
2692,cinnamon_roll_7,ice_cream_1,hot_dog_3,hot_dog_3,2548
2693,pineapple_6,french_fries_5,onion_ring_2,pineapple_6,2154
2694,strawberry_1,bean_8,muffin_8,bean_8,4480
2695,bean_8,chocolate_candy_4,ice_cream_1,bean_8,1725
2696,rice_5,tomato_1,mac_and_cheese_7,tomato_1,2599
2697,candy_cane_5,watermelon_6,bean_8,bean_8,3865
2698,apple_3,watermelon_6,ice_cream_1,ice_cream_1,1790
2699,jelly_bean_7,strawberry_1,ice_cream_1,jelly_bean_7,3713
2700,jelly_bean_7,raspberry_2,mac_and_cheese_7,mac_and_cheese_7,3181
2701,pineapple_6,potato_6,fried_chicken_7,pineapple_6,4623
2702,gummy_bear_3,watermelon_6,bacon_2,watermelon_6,1948
2703,candy_cane_5,potato_6,crepe_2,potato_6,3316
2704,squash_6,crepe_2,sausage_1,crepe_2,4933
